filename,class,planet_label,has_planet,has_activity,flux_mean,flux_std,amplitude,n_points,planet_radius,orbital_period,impact_parameter,flare_amplitude,spot_radius_mean,spot_latitude_mean,spot_lifetime_mean,stellar_rotation_period,tau
0000000172.dat,0,0,0,0,-15.005379437135268,655.8502972926896,5501.392283889374,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0
0000000173.dat,0,0,0,0,-0.23753194290405583,256.0795933968505,2405.155691496856,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.361,0.0
0000000174.dat,0,0,0,0,-18.36191839998463,516.4135301724218,4664.112490570069,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.439,0.0
0000000175.dat,0,0,0,0,-4.264811164925558,223.22646015783818,2075.303982560371,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.738,0.0
0000000176.dat,0,0,0,0,3.188251218302524,661.6880032707252,6107.727843729326,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.038,0.0
0000000177.dat,0,0,0,0,2.586506572786652,289.9682244606013,2665.324643448407,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.193,0.0
0000000178.dat,0,0,0,0,-15.236470858335025,861.6751975571603,7509.792561367583,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.773,0.0
0000000179.dat,0,0,0,0,-7.55462281992933,289.89037198515825,2213.6387026879493,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.927,0.0
0000000180.dat,0,0,0,0,-11.915577369635724,374.045444529399,3176.946923824091,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575,0.0
0000000181.dat,0,0,0,0,28.24390882504217,704.2452318161712,3844.703100033954,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.038,0.0
0000000182.dat,0,0,0,0,14.339550823855278,1172.284814539753,8530.377787562236,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.455,0.0
0000000183.dat,0,0,0,0,14.339581887530578,1172.2822734305605,8550.71306584225,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.528,0.0
0000000184.dat,0,0,0,0,24.59197578455169,509.6330887326188,3558.543357015225,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.103,0.0
0000000185.dat,0,0,0,0,-3.3322328252367086,550.8852788171853,5104.638483527209,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.524,0.0
0000000186.dat,0,0,0,0,-1.0152196375321836,645.1251785918693,6014.24972160088,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.819,0.0
0000000187.dat,0,0,0,0,6.158239176727698,455.54824038348755,3951.592390061066,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.547,0.0
0000000188.dat,0,0,0,0,-5.17611820781054,400.8299002567794,3475.343538614358,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.656,0.0
0000000189.dat,0,0,0,0,30.04135269177608,1101.7532215218391,5077.357631062692,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.034,0.0
0000000190.dat,0,0,0,0,4.243077988524598,252.65723688636712,2317.722730830039,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121,0.0
0000000191.dat,0,0,0,0,5.838617300908121,712.6841987283765,6560.6137559913495,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.666,0.0
0000000192.dat,0,0,0,0,5.838525792724597,712.685105129955,6576.832327575388,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.357,0.0
0000000193.dat,0,0,0,0,-2.5352071441732478,429.96401975364427,3746.3706242780027,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.266,0.0
0000000194.dat,0,0,0,0,-11.915520401232502,374.05243672006367,3182.616955884274,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.32,0.0
0000000195.dat,0,0,0,0,-5.5972523189582235,299.99496063801774,2594.899539232582,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.681,0.0
0000000196.dat,0,0,0,0,-11.845393873675727,590.456701305036,5124.028837320489,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.65,0.0
0000000197.dat,0,0,0,0,5.8384311157038455,712.6826080491545,6569.598896186617,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.834,0.0
0000000198.dat,0,0,0,0,5.838703402068675,712.6873346625348,6559.3710033059615,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.406,0.0
0000000199.dat,0,0,0,0,-3.3319497583944115,550.8891126264125,5098.383726596036,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.088,0.0
0000000200.dat,0,0,0,0,-18.362166749291834,516.411230239119,4669.819114351173,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.429,0.0
0000000201.dat,0,0,0,0,-4.264418473419807,223.23549344191426,2080.067943233408,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96,0.0
0000000202.dat,0,0,0,0,1.6184408044924714,222.7635171331204,2076.913970504668,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.606,0.0
0000000203.dat,0,0,0,0,5.838726751691931,712.6869011440455,6557.090473106899,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.659,0.0
0000000204.dat,0,0,0,0,-3.879676588893394,438.62249623839267,4059.7978502283413,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.0
0000000205.dat,0,0,0,0,-1.8056822425261436,203.18288862137774,1928.9365447141872,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.316,0.0
0000000206.dat,0,0,0,0,-4.264413465602056,223.22872705574935,2080.834102945905,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.284,0.0
0000000207.dat,0,0,0,0,-3.3322629689051038,550.8839257815107,5098.3650378061175,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.717,0.0
0000000208.dat,0,0,0,0,4.243054703945229,252.65578255240234,2316.530497174632,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.408,0.0
0000000209.dat,0,0,0,0,1.618608704260862,222.7591171551802,2081.549063677251,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0
0000000210.dat,0,0,0,0,4.939164584824543,419.4488885441695,3864.3392899582923,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.938,0.0
0000000211.dat,0,0,0,0,3.1879569279361237,661.6840395676727,6110.8925063177485,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.23,0.0
0000000212.dat,0,0,0,0,-2.535365954287279,429.9607480411588,3741.7020448455023,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.651,0.0
0000000213.dat,0,0,0,0,2.3599263419938645,246.34443051819812,2221.095346599968,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.584,0.0
0000000214.dat,0,0,0,0,-18.361985607274594,516.413140745176,4667.679716328181,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.054,0.0
0000000215.dat,0,0,0,0,-0.23758930411550522,256.0797527742861,2394.340719631899,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.372,0.0
0000000216.dat,0,0,0,0,0.3071879031433702,260.0620245391464,2402.331103120663,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.143,0.0
0000000217.dat,0,0,0,0,6.793304192721053,529.6776589436654,4888.067115661143,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.715,0.0
0000000218.dat,0,0,0,0,-2.5351392182061168,429.96441291416556,3746.061816758905,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,0.0
0000000219.dat,0,0,0,0,1.943182450556526,618.4358451636912,5731.697485290737,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.081,0.0
0000000220.dat,0,0,0,0,-3.3319385855223764,550.877940872741,5102.211944320626,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304,0.0
0000000221.dat,0,0,0,0,4.939124662419747,419.4556701179235,3859.119637247194,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.247,0.0
0000000222.dat,0,0,0,0,4.243059988037148,252.65655891956533,2315.78991829813,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079,0.0
0000000223.dat,0,0,0,0,2.58631200526377,289.9641111778824,2665.751177408184,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.279,0.0
0000000224.dat,0,0,0,0,12.160500713139516,458.8433386439098,3572.478717437424,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.193,0.0
0000000225.dat,0,0,0,0,-1.5080298105978207,255.0205261317293,2368.858611107624,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.824,0.0
0000000226.dat,0,0,0,0,-13.655042586252172,1262.6082291835796,10052.116527806025,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.845,0.0
0000000227.dat,0,0,0,0,2.5862745661735276,289.9657598762021,2674.525300817825,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.846,0.0
0000000228.dat,0,0,0,0,14.339576516638129,1172.2842255314583,8529.294550198716,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.233,0.0
0000000229.dat,0,0,0,0,-2.5351645277617068,429.96478679295154,3745.701528537597,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.077,0.0
0000000230.dat,0,0,0,0,3.188217677526103,661.687866904234,6107.632852323779,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.735,0.0
0000000231.dat,0,0,0,0,-8.807742420469577,419.07294220734894,3699.314989646494,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.394,0.0
0000000232.dat,0,0,0,0,-15.005685366011502,655.8461201761287,5516.895972574367,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.364,0.0
0000000233.dat,0,0,0,0,4.010430597705421,390.1722144190817,3707.300684724293,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.689,0.0
0000000234.dat,0,0,0,0,-4.264588669542475,223.23354421553202,2076.0859423434067,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.608,0.0
0000000235.dat,0,0,0,0,-3.3113326563228758,584.2113878867094,5059.055202520077,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.529,0.0
0000000236.dat,0,0,0,0,1.9595589796638777,261.44979795272167,2454.197020710457,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136,0.0
0000000237.dat,0,0,0,0,11.341734287615667,238.6336902147864,2103.383543492511,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.024,0.0
0000000238.dat,0,0,0,0,-18.362034552013313,516.4121958855749,4667.734389779179,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.76,0.0
0000000239.dat,0,0,0,0,-4.26454618422125,223.2316463580027,2079.043599218783,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.257,0.0
0000000240.dat,0,0,0,0,5.838536759145387,712.685340479891,6569.382270890726,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.391,0.0
0000000241.dat,0,0,0,0,-15.236308371672944,861.6793590892397,7503.8763271069365,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.503,0.0
0000000242.dat,0,0,0,0,14.3392474995489,1172.2821532212627,8558.972748974467,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.935,0.0
0000000243.dat,0,0,0,0,-11.915648325533054,374.0475332884029,3181.668203110101,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.703,0.0
0000000244.dat,0,0,0,0,-1.4815695992878302,171.5408637037536,1630.905261059907,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.592,0.0
0000000245.dat,0,0,0,0,-15.236463850094848,861.675713945364,7508.962044983021,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.834,0.0
0000000246.dat,0,0,0,0,20.185201423389614,502.52542251655,3870.691274922011,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.591,0.0
0000000247.dat,0,0,0,0,-15.236222659571995,861.6781071447546,7499.629494051867,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.943,0.0
0000000248.dat,0,0,0,0,-316.1238176974595,6344.132019481046,26190.1371685175,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.36,0.0
0000000249.dat,0,0,0,0,1.8820243584906844,597.7490676622228,5683.231352550134,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.655,0.0
0000000000.dat,1,0,0,1,-518.7145646992268,933.607907208264,6246.647740557924,899517,0.0,0.0,0.0,1216.19,5.2,20.0,46.0,12.35,8.57
0000000001.dat,1,0,0,1,-241.54892840538346,705.0757426443483,5787.828216940401,899517,0.0,0.0,0.0,752.45,3.9333333333333336,20.0,45.666666666666664,23.52,6.79
0000000002.dat,1,0,0,1,-519.3666623393536,1338.9946228523904,11174.736158150135,899517,0.0,0.0,0.0,1076.46,4.2,20.0,43.666666666666664,23.24,6.53
0000000003.dat,1,0,0,1,-509.28251111104834,1104.6783765045993,9622.584293832288,899517,0.0,0.0,0.0,721.18,4.433333333333334,20.0,25.666666666666668,24.26,6.08
0000000004.dat,1,0,0,1,-727.6652685392812,1220.7969385027468,7609.579652984607,899517,0.0,0.0,0.0,1261.65,5.133333333333334,20.0,47.666666666666664,12.87,8.77
0000000005.dat,1,0,0,1,-104.98853837146588,915.7026852424666,7851.349510919921,899517,0.0,0.0,0.0,1394.67,4.066666666666666,20.0,30.333333333333332,16.86,6.97
0000000006.dat,1,0,0,1,-762.0430043839629,1668.680543001811,12211.654978190149,899517,0.0,0.0,0.0,1208.41,4.633333333333333,20.0,40.0,24.82,4.73
0000000007.dat,1,0,0,1,-728.2599825400326,1284.1848372412396,10599.24760960207,899517,0.0,0.0,0.0,545.24,4.533333333333334,20.0,37.0,5.45,5.84
0000000008.dat,1,0,0,1,-157.42806063084814,897.2986214966198,6288.60628587725,899517,0.0,0.0,0.0,1058.6,5.366666666666666,20.0,38.0,28.71,7.64
0000000009.dat,1,0,0,1,-152.69058494840388,1025.8859574630653,9625.16589056138,899517,0.0,0.0,0.0,809.37,4.033333333333334,20.0,19.0,25.53,7.79
0000000010.dat,1,0,0,1,-230.47195075469878,1026.8447971839291,9138.921878465286,899517,0.0,0.0,0.0,1043.27,4.466666666666667,20.0,32.333333333333336,24.6,9.6
0000000011.dat,1,0,0,1,-579.08400844527,1644.1538466295353,11974.70733201296,899517,0.0,0.0,0.0,1147.49,4.933333333333334,20.0,32.333333333333336,18.18,7.24
0000000012.dat,1,0,0,1,-65.75653725665332,960.4673176877887,8992.861763684648,899517,0.0,0.0,0.0,629.93,4.266666666666667,20.0,33.666666666666664,26.06,9.1
0000000013.dat,1,0,0,1,-323.96428499931744,1093.1342841288836,8135.660536546071,899517,0.0,0.0,0.0,1105.81,4.966666666666666,20.0,37.333333333333336,28.39,5.86
0000000014.dat,1,0,0,1,8.04048089542895,1114.5302690694746,9963.96573738514,899517,0.0,0.0,0.0,1276.35,4.733333333333333,20.0,22.0,5.96,7.19
0000000015.dat,1,0,0,1,36.898916556277236,798.3131996053284,6379.234244315921,899517,0.0,0.0,0.0,1482.15,4.2,20.0,34.333333333333336,5.97,9.26
0000000016.dat,1,0,0,1,-644.8267109684555,1546.1587670674376,10434.486211395566,899517,0.0,0.0,0.0,749.27,5.5,20.0,33.666666666666664,21.57,4.63
0000000017.dat,1,0,0,1,-78.26532641007863,1029.9624234756516,10599.031806001954,899517,0.0,0.0,0.0,1178.95,4.0,20.0,44.666666666666664,9.52,6.08
0000000018.dat,1,0,0,1,-240.44023998380175,998.3515883266236,8177.902088436222,899517,0.0,0.0,0.0,1443.01,4.333333333333333,20.0,44.333333333333336,15.08,5.46
0000000019.dat,1,0,0,1,68.97612271215854,896.4349801011412,6913.54493550006,899517,0.0,0.0,0.0,1379.35,3.5666666666666664,20.0,30.333333333333332,28.33,9.85
0000000020.dat,1,0,0,1,-1183.166083784566,1713.4502019136253,9325.13758113132,899517,0.0,0.0,0.0,1124.29,4.933333333333334,20.0,52.666666666666664,19.26,4.29
0000000021.dat,1,0,0,1,-209.23012021114897,1049.572374062106,8517.126887030685,899517,0.0,0.0,0.0,523.56,4.766666666666667,20.0,38.333333333333336,23.54,4.53
0000000022.dat,1,0,0,1,-503.59576672929404,970.4842130575527,8252.393175130741,899517,0.0,0.0,0.0,530.57,3.6333333333333333,20.0,53.0,23.93,8.38
0000000023.dat,1,0,0,1,-729.3255466667497,1492.2082214283316,9694.598098781727,899517,0.0,0.0,0.0,1143.78,4.833333333333333,20.0,35.0,9.25,5.4
0000000024.dat,1,0,0,1,-514.928478417866,1338.5782254857786,11972.329346867456,899517,0.0,0.0,0.0,1313.83,4.566666666666666,20.0,25.666666666666668,14.15,6.69
0000000025.dat,1,0,0,1,-25.784205794214394,831.2815438236307,6917.4897821322975,899517,0.0,0.0,0.0,628.85,4.1000000000000005,20.0,20.0,19.95,4.28
0000000026.dat,1,0,0,1,-303.38165728199226,895.326856624283,7263.0728152298525,899517,0.0,0.0,0.0,1183.61,5.066666666666666,20.0,27.0,19.94,7.13
0000000027.dat,1,0,0,1,-145.7325859647044,2382.3314920451044,16701.594455524162,899517,0.0,0.0,0.0,1225.09,4.733333333333333,20.0,46.333333333333336,27.69,5.2
0000000028.dat,1,0,0,1,-114.18707225328927,1485.9782524674174,8715.695743171515,899517,0.0,0.0,0.0,860.27,3.8333333333333335,20.0,32.666666666666664,27.76,9.69
0000000029.dat,1,0,0,1,-51.88338264376757,858.8267974291624,6404.248951846931,899517,0.0,0.0,0.0,1030.59,4.366666666666666,20.0,28.666666666666668,16.91,6.98
0000000030.dat,1,0,0,1,-358.87335527139714,1083.1323814157138,9451.348892996535,899517,0.0,0.0,0.0,1102.16,4.7,20.0,39.333333333333336,17.01,6.48
0000000031.dat,1,0,0,1,-259.6996994678484,760.0870319714021,6391.003035984624,899517,0.0,0.0,0.0,710.66,4.733333333333333,20.0,31.333333333333332,11.35,6.45
0000000032.dat,1,0,0,1,-1008.3087590445728,1266.1374493690846,8666.575730254415,899517,0.0,0.0,0.0,660.17,5.033333333333333,20.0,40.0,11.5,8.88
0000000033.dat,1,0,0,1,-312.72064547988555,997.1966746851501,9629.920509505877,899517,0.0,0.0,0.0,1319.64,4.433333333333334,20.0,46.0,27.87,5.14
0000000034.dat,1,0,0,1,-259.28969328783677,840.8515344948433,6508.233017259265,899517,0.0,0.0,0.0,959.94,3.466666666666667,20.0,35.333333333333336,16.87,4.65
0000000035.dat,1,0,0,1,-418.18533115777655,1176.1903958898347,9847.736231230083,899517,0.0,0.0,0.0,888.41,4.6000000000000005,20.0,44.666666666666664,16.59,9.17
0000000036.dat,1,0,0,1,-285.03450874653566,1113.4899720102967,9050.91836597921,899517,0.0,0.0,0.0,618.64,4.466666666666667,20.0,35.333333333333336,23.93,6.95
0000000037.dat,1,0,0,1,-800.9295276079589,1088.2948657279526,6892.593447695337,899517,0.0,0.0,0.0,864.93,5.333333333333333,20.0,30.666666666666668,5.81,6.57
0000000038.dat,1,0,0,1,-344.73573840344915,1151.3487644352028,10421.163316082839,899517,0.0,0.0,0.0,708.11,5.0,20.0,36.0,28.38,5.43
0000000039.dat,1,0,0,1,-203.16002348277806,1402.2527045351903,11552.939082257917,899517,0.0,0.0,0.0,1001.29,4.6000000000000005,20.0,30.333333333333332,27.28,5.52
0000000040.dat,1,0,0,1,-410.6293678527638,796.0332083650786,5226.246109245625,899517,0.0,0.0,0.0,668.13,4.499999999999999,20.0,37.333333333333336,15.48,8.13
0000000041.dat,1,0,0,1,-577.113226850103,1269.0444980695147,9857.088915011189,899517,0.0,0.0,0.0,531.29,4.233333333333333,20.0,40.0,6.16,4.32
0000000042.dat,1,0,0,1,-206.13218014089983,776.7891656941503,6251.000498156929,899517,0.0,0.0,0.0,1350.71,3.533333333333333,20.0,39.333333333333336,26.72,9.82
0000000043.dat,1,0,0,1,-10.248083563200252,793.0292443728664,7482.066048715745,899517,0.0,0.0,0.0,1108.81,4.3,20.0,23.333333333333332,14.22,7.48
0000000044.dat,1,0,0,1,-819.149723498555,1506.287898933457,9605.184655765657,899517,0.0,0.0,0.0,890.97,4.3999999999999995,20.0,36.333333333333336,24.05,4.01
0000000045.dat,1,0,0,1,-219.98569053872865,1358.3244032169516,10635.116861020479,899517,0.0,0.0,0.0,550.44,4.333333333333333,20.0,37.333333333333336,6.59,5.61
0000000046.dat,1,0,0,1,-409.75808239508495,1400.9934973246952,11122.243256123118,899517,0.0,0.0,0.0,519.78,3.866666666666667,20.0,27.666666666666668,23.89,6.23
0000000047.dat,1,0,0,1,-712.6375603291893,1402.4491207702981,9512.268758407641,899517,0.0,0.0,0.0,1314.29,4.8999999999999995,20.0,45.333333333333336,20.16,7.26
0000000048.dat,1,0,0,1,-305.2714144255835,786.0889063133708,6094.222063606273,899517,0.0,0.0,0.0,744.42,4.133333333333334,20.0,40.0,8.2,9.61
0000000049.dat,1,0,0,1,-217.14601304789016,1119.252438659451,9507.679960885143,899517,0.0,0.0,0.0,1468.33,4.533333333333334,20.0,32.333333333333336,16.82,8.89
0000000050.dat,1,0,0,1,-260.7630805718154,1143.07641813196,10202.586415119105,899517,0.0,0.0,0.0,1158.65,4.5,20.0,37.666666666666664,15.64,4.51
0000000051.dat,1,0,0,1,-27.11863971238577,734.843271348308,6495.987843626196,899517,0.0,0.0,0.0,1223.35,3.7000000000000006,20.0,28.666666666666668,7.11,8.61
0000000052.dat,1,0,0,1,-439.9479196970287,1057.9731205265,8616.733503436197,899517,0.0,0.0,0.0,712.56,4.733333333333333,20.0,42.333333333333336,12.65,6.48
0000000053.dat,1,0,0,1,-352.74585182084195,1229.4926986854177,9280.888936360701,899517,0.0,0.0,0.0,838.83,4.5,20.0,42.333333333333336,23.34,6.12
0000000054.dat,1,0,0,1,-155.99064799773504,1183.7862811726711,11055.92699347112,899517,0.0,0.0,0.0,1267.31,4.3999999999999995,20.0,19.333333333333332,18.53,8.63
0000000055.dat,1,0,0,1,-913.1335929211021,1559.4297098580228,9231.213785496282,899517,0.0,0.0,0.0,1243.63,5.0,20.0,40.333333333333336,7.26,6.08
0000000056.dat,1,0,0,1,-129.80795934629427,949.9010654505731,8226.395096641038,899517,0.0,0.0,0.0,1413.07,4.333333333333333,20.0,37.666666666666664,23.45,5.43
0000000057.dat,1,0,0,1,-435.62585160863307,1060.5995289869898,9095.203724113991,899517,0.0,0.0,0.0,682.77,5.2,20.0,26.0,23.81,4.93
0000000058.dat,1,0,0,1,-269.78291660067816,783.6283328960611,6307.421751230377,899517,0.0,0.0,0.0,517.46,4.033333333333333,20.0,33.333333333333336,26.74,7.44
0000000059.dat,1,0,0,1,-247.5432762737602,1345.0970472893096,11454.898472741601,899517,0.0,0.0,0.0,1211.92,4.033333333333334,20.0,32.333333333333336,28.85,7.27
0000000060.dat,1,0,0,1,-510.1363535843318,1006.3729343485097,7732.18009346903,899517,0.0,0.0,0.0,1289.06,5.000000000000001,20.0,33.333333333333336,24.46,4.48
0000000061.dat,1,0,0,1,-329.8569679933964,1072.3390632746389,8489.724062473744,899517,0.0,0.0,0.0,1344.98,4.6000000000000005,20.0,29.0,17.88,9.4
0000000062.dat,1,0,0,1,-447.18494441933154,874.163829513149,6033.3288483090855,899517,0.0,0.0,0.0,923.01,4.566666666666666,20.0,38.333333333333336,27.82,9.66
0000000063.dat,1,0,0,1,-274.4404464168416,1122.546192760202,10681.193099746295,899517,0.0,0.0,0.0,1344.12,4.3,20.0,37.666666666666664,16.81,5.24
0000000064.dat,1,0,0,1,-358.1595187925425,1287.064319299125,9745.393839670394,899517,0.0,0.0,0.0,818.4,4.766666666666667,20.0,39.333333333333336,22.02,4.67
0000000065.dat,1,0,0,1,-182.97053979032626,822.9822978832963,6393.632565091585,899517,0.0,0.0,0.0,852.72,5.0,20.0,24.333333333333332,19.7,7.46
0000000066.dat,1,0,0,1,-342.22317354188027,1186.9589772347517,9616.204832352243,899517,0.0,0.0,0.0,1216.99,4.266666666666667,20.0,34.0,25.8,6.48
0000000067.dat,1,0,0,1,10.454844372014977,1018.013568302015,8928.120362229387,899517,0.0,0.0,0.0,908.58,4.266666666666667,20.0,31.666666666666668,14.92,8.28
0000000068.dat,1,0,0,1,-113.43755557285066,1067.8084956470357,9604.334475919619,899517,0.0,0.0,0.0,1137.2,4.566666666666666,20.0,22.666666666666668,5.81,5.64
0000000069.dat,1,0,0,1,-326.86099939321235,939.2227945379498,7883.115454310771,899517,0.0,0.0,0.0,551.66,4.333333333333333,20.0,36.333333333333336,20.4,9.19
0000000070.dat,1,0,0,1,146.8941918549878,800.1884693162286,7817.095220819003,899517,0.0,0.0,0.0,1397.7,4.066666666666666,20.0,23.0,6.66,8.54
0000000071.dat,1,0,0,1,86.34792318356567,790.5015267671035,7353.110232066441,899517,0.0,0.0,0.0,1348.26,5.0,20.0,20.666666666666668,18.82,8.93
0000000072.dat,1,0,0,1,-282.39153510646304,1027.1259435478753,7548.249800101973,899517,0.0,0.0,0.0,646.52,4.366666666666667,20.0,33.666666666666664,20.75,5.7
0000000073.dat,1,0,0,1,-757.8541487602122,1468.0142583054617,9199.02611585049,899517,0.0,0.0,0.0,951.74,5.133333333333333,20.0,38.666666666666664,27.36,9.39
0000000074.dat,1,0,0,1,-788.3733774553447,1060.6268522271278,6236.484814012549,899517,0.0,0.0,0.0,1416.1,4.966666666666666,20.0,43.333333333333336,27.15,5.35
0000000075.dat,1,0,0,1,-240.51242266391097,2550.6600485809126,17834.724219532844,899517,0.0,0.0,0.0,1118.19,4.633333333333334,20.0,30.666666666666668,15.5,9.05
0000000076.dat,1,0,0,1,-89.08908889508875,665.5053142849421,5318.722738373301,899517,0.0,0.0,0.0,540.06,4.1000000000000005,20.0,23.333333333333332,21.58,7.54
0000000077.dat,1,0,0,1,-211.43612975816933,1042.4610892374994,9521.420303390663,899517,0.0,0.0,0.0,1136.25,4.666666666666667,20.0,45.666666666666664,25.99,4.8
0000000078.dat,1,0,0,1,-34.63185286036658,1063.074684161376,7282.6103381675675,899517,0.0,0.0,0.0,1391.44,3.633333333333333,20.0,53.0,21.46,7.36
0000000079.dat,1,0,0,1,-509.69236676514305,1201.0470524900913,8116.156039053547,899517,0.0,0.0,0.0,1453.48,3.766666666666667,20.0,41.0,25.23,4.42
0000000080.dat,1,0,0,1,-273.5461499167499,1248.1532190545595,11303.283372901124,899517,0.0,0.0,0.0,1478.86,4.933333333333334,20.0,36.666666666666664,24.38,8.03
0000000081.dat,1,0,0,1,-710.439257964843,1438.0798667467757,8140.290838079167,899517,0.0,0.0,0.0,530.62,4.5,20.0,46.0,28.19,5.24
0000000082.dat,1,0,0,1,-741.4847000145796,1143.7704159394673,7824.247837214129,899517,0.0,0.0,0.0,557.87,4.733333333333333,20.0,47.0,11.43,5.83
0000000083.dat,1,0,0,1,-218.57129709268048,1255.1796759352835,10949.646659293794,899517,0.0,0.0,0.0,1384.44,5.0,20.0,42.333333333333336,15.15,8.99
0000000084.dat,1,0,0,1,-490.8381470113884,1077.0962306043407,9312.298878816327,899517,0.0,0.0,0.0,782.26,4.433333333333333,20.0,37.666666666666664,25.22,5.99
0000000085.dat,1,0,0,1,-378.1295418671402,789.2298305499125,5251.449631342732,899517,0.0,0.0,0.0,593.65,4.333333333333333,20.0,44.666666666666664,14.61,9.02
0000000086.dat,1,0,0,1,-94.6718806962194,712.825612410267,6393.847494169856,899517,0.0,0.0,0.0,983.92,3.1666666666666665,20.0,50.666666666666664,6.08,7.09
